topic,topic_label,chunks,top_words,earliest_publication_year,latest_publication_year,top_documents
175,Toussaint Louverture's Conflict with French Authorities,19,"toussaint, leclerc, christophe, louverture, toussaint louverture, french, squadron, captaingeneral, domingo, cape",1811.0,1863.0,"Toussaint L'Ouverture: A Biography and Autobiography (9 chunks); The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comp... (8 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
174,African Royalty and Ceremonies,19,"king, cowry, tamegah, priest, mos, mayhou, jethro, mos fatherinlaw, festival, procession",1789.0,1880.0,"Memoirs of the Reign of Bossa Ahadee, King of Dahomy, an Inland Cou... (9 chunks); Biography of Mahommah G. Baquaqua, a Native of Zoogoo, in the Inter... (3 chunks); The Blind African Slave, or Memoirs of Boyrereau Brinch, Nick-named... (2 chunks)"
173,Whipping and Plantation Punishment,19,"lloyd, barney, old barney, col lloyd, horse, stable, col, slaveholder, ostler, wilk",1839.0,1929.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (4 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (4 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks)"
172,Surviving Enslavement,19,"jupe, jamie, wedge, jarm, nat, wildfire, giant, turk, wood, southampton",1810.0,1918.0,"A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (3 chunks); Jamie Parker, the Fugitive (3 chunks); The Black Man: His Antecedents, His Genius, and His Achievements (2 chunks)"
176,African American Clergy and Intellectuals,19,"church, pastor, fergusson, dr derrick, author, derrick, rev, bishop, minister, episcopal",1848.0,1928.0,"Men of Mark: Eminent, Progressive and Rising (7 chunks); Autobiography of Bishop Isaac Lane, LL.D. with a Short History of t... (2 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
170,Abolitionist Influence and Freedom,19,"beecher, trade, george, seminary, lyman beecher, new bedford, kentucky, bedford, food, canada",1789.0,1907.0,"A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (3 chunks); A True Tale of Slavery. From The Leisure Hour: A Family Journal of ... (1 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (1 chunks)"
168,Survival and Evasion in the Wilderness,19,"wood, cattle, dog, rebecka, pigs, barn, camp, kil, pine, oxen",1836.0,1929.0,"Fifty Years in Chains, or, The Life of an American Slave (2 chunks); The Life and Adventures of Zamba, an African Negro King; and His Ex... (2 chunks); The Slave: or Memoirs of Archy Moore. Vol. II (2 chunks)"
167,Effective Classroom Management,19,"teacher, verb, pupil, correctly, pronoun, lesson, class, division, participle, multiply",1913.0,1913.0,"Reminiscences of School Life, and Hints on Teaching (19 chunks)"
166,Leadership and Titles in Haitian Insurrection,19,"ois, fran ois, fran, biassou, jean fran, jean, toussaint, mulatto, jeannot, insurgent",1853.0,1881.0,"Toussaint L'Ouverture: A Biography and Autobiography (9 chunks); The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comp... (8 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (1 chunks)"
163,Christianity and the Treatment of Enslaved People,19,"religion, irish, mr carleton, carleton, anna elizabeth, religious, anna, california, human, hudlun",1789.0,1926.0,"Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (2 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (2 chunks); Slavery in the United States: A Narrative of the Life and Adventure... (2 chunks)"
165,Horse Racing and Gambling,19,"sar, horse, cock, bet, burk, smith, cock fight, massa, rider, ju",1857.0,1892.0,"Fifty Years of Slavery in the United States of America (6 chunks); The Martyrs, and the Fugitive; or a Narrative of the Captivity, Suf... (4 chunks); Sketches of My Life in the South. Part I (3 chunks)"
164,Extradition of Fugitive Slaves in North America,19,"anderson, treaty, extradition, queen bench, court, fugitive slave, writ, canada, fugitive, court queen",1856.0,1863.0,"The Story of the Life of John Anderson, the Fugitive Slave (12 chunks); Anthony Burns: A History (7 chunks)"
169,Conversion to Christianity in Africa,19,"colony, missionary, native, cary, africa, liberia, governor, african, owen, stoffle",1835.0,1925.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (7 chunks); Biography of Elder Lott Cary, Late Missionary to Africa. With an Ap... (3 chunks); A Narrative of the Negro (2 chunks)"
192,French Invasion and Haitian Revolt,18,"rochambeau, vengeance, punishment, ferrou, sea, portauprince, revolt, french, victim, dessaline",1848.0,1908.0,"The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comp... (9 chunks); Toussaint L'Ouverture: A Biography and Autobiography (7 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
190,Abolitionist Politics and the Vote,18,"suffrage, vote, convention, senator, senate, vote slave, constitution, amendment, measure, delegate",1845.0,1906.0,"Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (4 chunks); Men of Mark: Eminent, Progressive and Rising (3 chunks); The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (2 chunks)"
191,Spiritual Seeking and Plantation Punishment,18,"pray, whip, night told, binney pennison, pennison, forgive, forgive master, happy, binney, going meet",1825.0,1885.0,"Experience and Personal Narrative of Uncle Tom Jones; Who Was for F... (4 chunks); The Experience of Rev. Thomas H. Jones, Who Was a Slave for Forty-T... (4 chunks); The Experience of Thomas H. Jones, who was a Slave for Forty-Three ... (4 chunks)"
196,Missionary Work and African Culture,18,"missionary, africa, miss, kafir, hughe, vashon, mission, institute, mr stewart, native",1837.0,1926.0,"Twenty-Eight Years a Slave, or The Story of My Life in Three Contin... (4 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (3 chunks); Bond and Free: A Tale of the South (2 chunks)"
193,Life on a Riverboat,18,"captain, fleet, boat, tawah, planter, ship, allensworth, officer, pilot, vessel",1835.0,1914.0,"Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (3 chunks); Men of Mark: Eminent, Progressive and Rising (3 chunks); Slavery in the United States: A Narrative of the Life and Adventure... (3 chunks)"
194,Critique of Slavery and Social Hierarchy,18,"thou, waterford, hast, sorrow woe, philemon, mos roper, caulkin, obligation, roper, thou hast",1836.0,1872.0,"God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (2 chunks); Narrative of Henry Watson, a Fugitive Slave (2 chunks); Narrative of the Adventures and Escape of Moses Roper, from America... (2 chunks)"
195,Whipping and Plantation Punishment,18,"whip, randall, uncle nelson, juno, lash, jim, mclean, female, nelson, overseer",1826.0,1911.0,American Slavery As It Is: Testimony of a Thousand Witnesses (3 chunks); Fifty Years of Slavery in the United States of America (2 chunks); Scenes in the Life of Harriet Tubman (2 chunks)
188,Tzatzoe's Life and Leadership,18,"tzatzoe, tribe, medina, native, odessa, missionary, tubbee, okah tubbee, okah, dr okah",1834.0,1892.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (4 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (2 chunks); Sketches of the History, Character, and Dying Testimony, of Benefic... (2 chunks)"
189,Economic Struggles and Community Development,18,"washington, mr washington, terry, conference, community, education, mass, farmer, mortgage crop, crop",1849.0,1929.0,"Booker T. Washington, Builder of a Civilization (4 chunks); An Autobiography: The Story of My Life and Work (3 chunks); My Larger Education: Being Chapters from My Experience (2 chunks)"
185,Education and Career Advancement,18,"school, cromwell, mr cromwell, teacher, graduat, department, institute, secretary, washington, convention",1848.0,1913.0,"Men of Mark: Eminent, Progressive and Rising (8 chunks); Reminiscences of School Life, and Hints on Teaching (4 chunks); A Brief History of the Slave Life of Rev. L. R. Ferebee, and the Ba... (1 chunks)"
187,Racial Degradation and Loss of Civilization,18,"biddy mason, hudlun, angele, los angele, california, biddy, gipsy, mason, los, slocum",1847.0,1926.0,"Homespun Heroines and Other Women of Distinction (6 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (2 chunks); A Narrative of the Negro (1 chunks)"
186,Slavery and Christianity,18,"preacher, member, christianity, chattel, church, sabbath, religion, class, jamaica, slaveholder",1831.0,1887.0,"Pictures of Slavery in Church and State; Including Personal Reminis... (8 chunks); Poems by a Slave in the Island of Cuba, Recently Liberated; Transla... (2 chunks); A Narrative of Events of the Life of J. H. Banks, an Escaped Slave,... (1 chunks)"
184,Christian Faith and Morality,18,"mr wilk, goodness, wilk, heaven, christ, charity, faith, thou, earth, prophet",1810.0,1925.0,"The Life, Experience, and Gospel Labours of the Rt. Rev. Richard Al... (3 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (2 chunks); Autobiography, Sermons, Addresses, and Essays of Bishop L. H. Holse... (2 chunks)"
183,Racial Identity and Biblical Interpretation,18,"ham, fit die, wilk, riland, mr wilk, gehazi, naaman, race ham, mr frierson, jasper",1834.0,1914.0,"The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of ... (2 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (1 chunks); Anecdotes and Memoirs of William Boen, a Coloured Man, Who Lived an... (1 chunks)"
182,Free Black Men's Economic Success,18,"mr hunt, pierson, mr pierson, hunt, folger, mr folger, matthia, terry, stove, pierson mr",1835.0,1916.0,"Fanaticism; Its Source and Influence, Illustrated by the Simple Nar... (7 chunks); Men of Mark: Eminent, Progressive and Rising (4 chunks); Booker T. Washington, Builder of a Civilization (2 chunks)"
181,Pardons and Judicial Review,18,"prisoner, parole, court, burn, claimant, petitioner, dana, pardon, law, prison",1839.0,1892.0,"Anthony Burns: A History (7 chunks); Buried Alive (Behind Prison Walls) for a Quarter of a Century: Life... (4 chunks); Lunsford Lane; or, Another Helper from North Carolina (2 chunks)"
180,False Accusations and Unfair Trials,18,"murder, jury, murder degree, frank, prisoner, verdict, crime, lucy, murderer, trial",1797.0,1910.0,"Buried Alive (Behind Prison Walls) for a Quarter of a Century: Life... (3 chunks); Confession of John Joyce, Alias Davis, Who Was Executed on Monday, ... (3 chunks); The Address of Abraham Johnstone, a Black Man, Who Was Hanged at Wo... (3 chunks)"
179,Tobacco Sales and Plantation Economy,18,"tobacco, carr, owen, sell, plug, dimmock, mr smith, mr boylan, profit, boylan",1825.0,1929.0,"The Narrative of Lunsford Lane, Formerly of Raleigh, N.C. Embracing... (3 chunks); Lunsford Lane; or, Another Helper from North Carolina (2 chunks); Autobiography of Omar ibn Said, Slave in North Carolina, 1831. Ed. ... (1 chunks)"
211,European Landmarks and Estates,17,"prince, valley, lake, dundee, wale, scenery, dr dick, beautiful, mountain, badenbaden",1846.0,1922.0,"The Autobiography of Nicholas Said, A Native of Bournou, Eastern So... (4 chunks); The American Fugitive in Europe. Sketches of Places and People Abroad (3 chunks); Three Years in Europe: Or, Places I Have Seen and People I Have Met (3 chunks)"
212,Whipping and Plantation Punishment,17,"whip, overseer, stubb, mr stubb, randall, major thornton, thornton, benjamin, slave whip, colonel moore",1836.0,1891.0,"The White Slave; or, Memoirs of a Fugitive (3 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (2 chunks); The Slave: or Memoirs of Archy Moore. Vol. I (2 chunks)"
214,Forbidden Education and Punishment,17,"learn read, maus, maus oscar, oscar, auld, cucumber, eddie, sah, spell, miss hebe",1795.0,1914.0,"Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (2 chunks); Frederick Douglass (2 chunks); Frederick Douglass The Colored Orator (2 chunks)"
210,Relationships between Slaves and Their Owners,17,"aunt dice, dice, aunt, riverside, trevor, mos, mos sam, john trevor, anne, sam",1857.0,1897.0,Aunt Dice: The Story of a Faithful Slave (14 chunks); Autobiography of a Female Slave (1 chunks); Bond and Free: A Tale of the South (1 chunks)
213,Racial Slurs and Racist Language,17,"nigger, miss jane, yer, miss, jane, polly, leeche, joyce, aunt polly, doctor",1808.0,1884.0,"Autobiography of a Female Slave (8 chunks); Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipat... (2 chunks); Confession of John Joyce, Alias Davis, Who Was Executed on Monday, ... (1 chunks)"
208,Camp Meetings and Revivalism,17,"tent, camp meet, lord, camp, inskip, mrs, bles, pray, didnt, sister",1893.0,1926.0,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (14 chunks); Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (2 chunks); Life of Mary F. McCray: Born and Raised a Slave in the State of Ken... (1 chunks)"
215,Church Finances and Membership,17,"church, dollar, hundr dollar, bishop, conference, thousand dollar, chapel, cost thousand, member, churche",1859.0,1928.0,"Men of Mark: Eminent, Progressive and Rising (7 chunks); A Narrative of the Life of Rev. Noah Davis, a Colored Man. Written ... (2 chunks); Twenty-Eight Years a Slave, or The Story of My Life in Three Contin... (2 chunks)"
216,Escape from Slavery,17,"shaker, massah, zip, john, seth, ship, john anderson, anderson, rick, john glasgow",1826.0,1926.0,"A Lost Family Found; An Authentic Narrative of Cyrus Branch and His... (1 chunks); A Sketch of Henry Franklin and Family. (1 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks)"
217,Establishing Sabbath Schools and Literacy,17,"sabbathschool, learn read, freeland, classleader, st michael, book, michael, study, mr freeland, school",1831.0,1916.0,"Biography of a Slave; Being the Experiences of Rev. Charles Thompso... (2 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (2 chunks)"
218,Escape from Slavery in North America,17,"henson, liberia, mr henson, peterson, josiah henson, george sturge, esq, mr peterson, continental church, england",1826.0,1909.0,"An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (2 chunks); Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipat... (2 chunks); Africa for Christ. Twenty-Eight Years a Slave (1 chunks)"
209,Escape from Slavery and Seeking Help,17,"grandmother, linda, mr sand, flint, dr flint, sand, benny, uncle, uncle phillip, betty",1857.0,1869.0,"Incidents in the Life of a Slave Girl. Written by Herself (15 chunks); Autobiography of Rev. Francis Frederick, of Virginia (1 chunks); Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Co... (1 chunks)"
219,Plantation Management and Labor Disputes,17,"gin, engine, plant, gin plant, uncle scott, scott, seed, bond, mr dickerson, charley",1917.0,1917.0,From Slavery to Wealth. The Life of Scott Bond. The Rewards of Hone... (17 chunks)
207,Persecution by Authorities,17,"mission, ray, meeting, seattle, sister ray, lord, altar, worker, brother ray, kansa city",1863.0,1926.0,"Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (14 chunks); Autobiography of Rev. Thomas W. Henry, of the A. M. E. Church (1 chunks); Elizabeth, a Colored Minister of the Gospel Born in Slavery (1 chunks)"
201,Escape from Slavery,17,"colonel, mr read, gaol, stubb, mr stubb, archy, colonel moore, tollerber, moore, gordon",1789.0,1889.0,"The Slave: or Memoirs of Archy Moore. Vol. I (3 chunks); The White Slave; or, Memoirs of a Fugitive (3 chunks); A Narrative of Events of the Life of J. H. Banks, an Escaped Slave,... (2 chunks)"
206,Education and the Role of Teachers in African American Communities,17,"school, tuskegee, teacher, education, oberlin, race, colour, general armstrong, student, class",1853.0,1926.0,Up from Slavery: An Autobiography (4 chunks); An Autobiography: The Story of My Life and Work (2 chunks); Frederick Douglass The Colored Orator (1 chunks)
198,Social Stratification and Racial Hierarchy,17,"class, sah, poor white, lodge, aristocracy, prince hall, population, mr ward, beaufort, ward",1837.0,1929.0,Pictures of Slavery in Church and State; Including Personal Reminis... (4 chunks); Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (2 chunks); Slavery in the United States: A Narrative of the Life and Adventure... (2 chunks)
199,Leaving Home for Education,17,"johnson, new bedford, vinell, bedford, mr vinell, nathan johnson, mr minge, pocketbook, mr johnson, minge",1847.0,1909.0,"Struggles for Freedom; or The Life of James Watkins, Formerly a Sla... (2 chunks); The American Fugitive in Europe. Sketches of Places and People Abroad (2 chunks); Autobiography of Rev. Thomas W. Henry, of the A. M. E. Church (1 chunks)"
200,John Jasper's Geocentric Views,17,"sun, jasper, earth, verse, john jasper, philosopher, mr jasper, revolve, sermon, sun earth",1852.0,1913.0,"The Life of Rev. John Jasper, Pastor of Sixth Mt. Zion Baptist Chur... (10 chunks); Men of Mark: Eminent, Progressive and Rising (3 chunks); John Jasper: The Unmatched Negro Philosopher and Preacher (2 chunks)"
197,Escape from Slavery and Plantation Punishment,17,"zip, iron, mr gooch, gooch, escape, mcoy, door, lock, pott, sandy",1836.0,1881.0,"A Narrative of the Adventures and Escape of Moses Roper, from Ameri... (1 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (1 chunks)"
202,Abolitionist Women's Influence on American Society,17,"antislavery, mott, abby kelley, fayerweather, abby, class american, sarah, deprecate, free state, mrs mott",1831.0,1926.0,"Life and Times of Frederick Douglass, Written by Himself. His Early... (3 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (2 chunks); Homespun Heroines and Other Women of Distinction (2 chunks)"
203,Whipping and Plantation Punishment,17,"whip, eat, ensor, mornin, glassel, corn, jourdine, escap, mr stubb, stubb",1825.0,1918.0,"Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a... (2 chunks); Narratives of the Sufferings of Lewis and Milton Clarke, Sons of a ... (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
204,Plantation Life and Social Hierarchy,17,"mingo, mr ward, spriggin, break leg, mcarter, mr burkit, burkit, gentleman, horse, leg",1798.0,1929.0,"Life of William Grimes, the Runaway Slave, Brought Down to the Pres... (3 chunks); Life of William Grimes, the Runaway Slave. Written by Himself (2 chunks); The Life of Rev. Robert Anderson. Born the 22d Day of February, in ... (2 chunks)"
205,Education and Personal Development,17,"school, kent, tuskegee, henson, kent ontario, dollar, ontario, colonial continental, dalton, berea",1863.0,1929.0,"Up from Slavery: An Autobiography (4 chunks); An Autobiography: The Story of My Life and Work (2 chunks); Twenty-Eight Years a Slave, or The Story of My Life in Three Contin... (2 chunks)"
230,"Schooner, Montez, Amistad, Pedro Montez",16,"schooner, montez, amistad, pedro montez, pedro, vessel, captain, steer, ruiz, havana",1789.0,1887.0,"A History of the Amistad Captives: Being a Circumstantial Account o... (6 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (1 chunks); Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a... (1 chunks)"
240,Desire for Revenge Against Masters,16,"amos, master amos, axe, commit murder, wretch, murder, kill, shorten, murderer usually, contrive circumstance",1829.0,1881.0,"An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (2 chunks); Josiah: The Maimed Fugitive. A True Tale (2 chunks); The Life of Josiah Henson, Formerly a Slave, Now an Inhabitant of C... (2 chunks)"
239,Traveling and Encounters on the Road,16,"horse, listwell, rasp, mr ward, ward, constable, loafer, guinea, master richard, rode",1790.0,1929.0,"An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (2 chunks); Sketches of the Life of Joseph Mountain, a Negro, Who Was Executed ... (2 chunks); A Narrative of Thomas Smallwood, (Coloured Man:) Giving an Account ... (1 chunks)"
238,Strangers and Travelers,16,"johnny, miss nancy, nancy, noaccount johnny, aaron, noaccount, sarah, miss, henry, mrs whitlock",1826.0,1893.0,Autobiography of a Female Slave (4 chunks); A History of the Amistad Captives: Being a Circumstantial Account o... (1 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (1 chunks)
237,Slave Trading and Auctions,16,"mr walker, walker, mr broadwell, broadwell, new orlean, orlean, bought, merchant, lewis, warehouse",1789.0,1914.0,"Narrative of William W. Brown, an American Slave. Written by Himself (3 chunks); Narrative of William W. Brown, a Fugitive Slave. Written by Himself (2 chunks); The Interesting Narrative of the Life of Olaudah Equiano, or Gustav... (2 chunks)"
236,Economic Impact of Slavery and Emancipation,16,"virginia, population, estimate, shade white, slave population, market, increase, shade, price, annually",1789.0,1880.0,American Slavery As It Is: Testimony of a Thousand Witnesses (7 chunks); Horrors of the Virginian Slave Trade and of the Slave-Rearing Plant... (2 chunks); A Brief Miscellaneous Narrative of the More Early Part of the Life ... (1 chunks)
235,Loss of Family and Caregivers,16,"grandmother, flint, nancy, dr flint, mistress, linda, grave, mrs flint, uncle phillip, bury",1857.0,1906.0,Incidents in the Life of a Slave Girl. Written by Herself (9 chunks); A Slave Girl's Story. Being an Autobiography of Kate Drumgoold (1 chunks); Autobiography of a Female Slave (1 chunks)
234,Obtaining Passes and Avoiding Punishment,16,"kerr, tom, pass, girl, patrol, sell, lawyer, millspaugh, sister, miss kerr",1837.0,1897.0,"Narrative of Dimmock Charlton, a British Subject, Taken from the Br... (2 chunks); A Narrative of Events of the Life of J. H. Banks, an Escaped Slave,... (1 chunks); Anthony Burns: A History (1 chunks)"
233,Illiteracy and Spiritual Ignorance,16,"tom, teach, bible, bless lord, lord soul, father son, psalm, lord, anybody teach, learn anybody",1811.0,1909.0,"An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (2 chunks); The Life and Adventures of Zamba, an African Negro King; and His Ex... (2 chunks); The Life, History, and Unparalleled Sufferings of John Jea, the Afr... (2 chunks)"
231,Faith and Redemption in Slavery,16,"quamino, standard, jesus, provide, saviour, law, spiritual, principle, sin, duty parent",1810.0,1922.0,"The Life and Adventures of Zamba, an African Negro King; and His Ex... (3 chunks); A Brief Account of the Life, Experience, Travels, and Gospel Labour... (1 chunks); A Brief Miscellaneous Narrative of the More Early Part of the Life ... (1 chunks)"
232,Whipping and Plantation Punishment,16,"beggar, mayoral, peseta, ingenio, mistress, beggar man, dinkie, dat, marfa, miss marfa",1825.0,1894.0,"Poems by a Slave in the Island of Cuba, Recently Liberated; Transla... (4 chunks); My Southern Home: or, The South and Its People (2 chunks); Slave Life in Virginia and Kentucky; or, Fifty Years of Slavery in ... (2 chunks)"
229,Education and Racial Barriers in Schools,16,"school, bettis, teacher, student, academy, professor day, professor, dr delaney, nicholson, new york",1854.0,1916.0,"Men of Mark: Eminent, Progressive and Rising (5 chunks); Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (3 chunks); Brief Sketch of the Life and Labors of Rev. Alexander Bettis. Also ... (2 chunks)"
228,Whipping and Plantation Punishment,16,"mr lovejoy, mpherson, lovejoy, mr sawyer, sawyer, st louis, flog, louis, captain minner, minner",1837.0,1901.0,"Uncle Tom's Companions: Or, Facts Stranger Than Fiction. A Suppleme... (3 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); An Autobiography: The Story of My Life and Work (1 chunks)"
227,Theatrical Performances in London,16,"cheapside, prince, matthia, king, othello, england, desdemona, pierson, chelsea, billdistributor",1815.0,1916.0,"The American Fugitive in Europe. Sketches of Places and People Abroad (2 chunks); Africa for Christ. Twenty-Eight Years a Slave (1 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (1 chunks)"
226,Racism and Prejudice in America,16,"colour, prejudice, american, mr brown, par, america, banneker, sed, dat, rapidly",1834.0,1914.0,"Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (3 chunks); My Southern Home: or, The South and Its People (2 chunks); Three Years in Europe: Or, Places I Have Seen and People I Have Met (2 chunks)"
225,Life at Sea and Quarantine,16,"captain, shore, metcalf, boat, foot touch, man nature, captain metcalf, joanna, ashore, youre",1838.0,1902.0,"A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son ... (2 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (2 chunks); Biography of Mahommah G. Baquaqua, a Native of Zoogoo, in the Inter... (2 chunks)"
224,Desire for Education,16,"book, spellingbook, learn read, store, boy, alphabet, white boy, spel, syllable, try learn",1826.0,1914.0,"The Experience of Thomas H. Jones, who was a Slave for Forty-Three ... (3 chunks); Experience and Personal Narrative of Uncle Tom Jones; Who Was for F... (2 chunks); The Experience of Rev. Thomas H. Jones, Who Was a Slave for Forty-T... (2 chunks)"
223,Encounters with Hunting Dogs,16,"dog, hound, dogs, mr martin, swamp, animal, martin, deer, thoma, tree",1836.0,1901.0,Pictures of Slavery in Church and State; Including Personal Reminis... (2 chunks); The Slave: or Memoirs of Archy Moore. Vol. II (2 chunks); Buried Alive (Behind Prison Walls) for a Quarter of a Century: Life... (1 chunks)
222,Christianity and Slavery,16,"preach, ben, gospel, preacher, lacy, poor slave, peggie, overseer, worship, whip",1811.0,1913.0,"From Slave Cabin to the Pulpit. The Autobiography of Rev. Peter Ran... (3 chunks); The Life, History, and Unparalleled Sufferings of John Jea, the Afr... (3 chunks); Biography of a Slave; Being the Experiences of Rev. Charles Thompso... (2 chunks)"
221,Confrontation with Slave Catchers,16,"henry, eagan, henry john, dodger, jail, constable, maam, archer, cross hand, pistol",1836.0,1906.0,"Bond and Free: A Tale of the South (2 chunks); John and Mary; or, The Fugitive Slaves, a Tale of South-Eastern Pen... (2 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (2 chunks)"
220,Encounters with Abolitionists and Free Blacks,16,"philo, mrs keister, keister, eat, run away, charley, quaker, brown, cato, mrs price",1832.0,1929.0,"Narrative of William W. Brown, a Fugitive Slave. Written by Himself (2 chunks); Narrative of William W. Brown, an American Slave. Written by Himself (2 chunks); Uncle Tom's Companions: Or, Facts Stranger Than Fiction. A Suppleme... (2 chunks)"
262,Racial Progress and White Allies,15,"haliburton, race, moton, major moton, judge haliburton, colour, elliott, university, white people, color people",1852.0,1924.0,"Men of Mark: Eminent, Progressive and Rising (3 chunks); My Larger Education: Being Chapters from My Experience (3 chunks); The History of My Life and Work. Autobiography by Rev. M. L. Latta,... (2 chunks)"
257,Older Female Slaves and Community,15,"dey, mrs benson, judy, dat, maria, ole, benson, den, chilen, jessie",1826.0,1913.0,"A True Story, Repeated Word for Word As I Heard It. From The Atlant... (2 chunks); Life and Opinions of Julius Melbourn; with Sketches of the Lives an... (2 chunks); Aunt Judy's Story: A Tale From Real Life. Written for the Pennsylva... (1 chunks)"
258,Life on Plantation with Master Edmondson,15,"johnston, mr edmondson, edmondson, jimmie, abram, miller, old yank, kitchen, yank, mule",1837.0,1929.0,"Fifty Years in Chains, or, The Life of an American Slave (2 chunks); Autobiography of James L. Smith, Including, Also, Reminiscences of ... (1 chunks); Biography of a Slave; Being the Experiences of Rev. Charles Thompso... (1 chunks)"
259,Separation from Family and the Emotional Toll of Slavery,15,"stowe, st michael, mrs stowe, michael, brother eldest, baltimore, home canada, mistress brother, son, canada",1797.0,1908.0,"Narrative of William Hayden, Containing a Faithful Account of His T... (2 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (1 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (1 chunks)"
260,False Accusations of Forgery and Theft,15,"mcnellis, attorney, mortgage, mr fussell, fussell, red, republican, paid attorney, ray, morgan",1825.0,1917.0,"Book for the People! To Be Read by All Voters, Black and White, wit... (7 chunks); From Slavery to Wealth. The Life of Scott Bond. The Rewards of Hone... (2 chunks); A Brief History of the Slave Life of Rev. L. R. Ferebee, and the Ba... (1 chunks)"
261,Chasing and Capture by Slave Catchers,15,"horse, beg kill, chaise, rail, gooch, mr gooch, wood, road, neck, ran",1837.0,1929.0,"A Narrative of the Adventures and Escape of Moses Roper, from Ameri... (1 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (1 chunks)"
